fromDateTime,HUMIDITY,PM1,PM10,PM25,PRESSURE,TEMPERATURE
2020-03-25T09:00:00.000Z,41.09,13.98,24.7,18.38,1038.77,6.12
2020-03-25T10:00:00.000Z,36.25,13.16,22.86,17.24,1037.93,8.82
2020-03-25T11:00:00.000Z,34.07,12.78,22.64,16.86,1037.03,10.05
2020-03-25T12:00:00.000Z,32.27,11.15,19.56,14.56,1036.33,11.0
2020-03-25T13:00:00.000Z,29.7,9.98,16.74,12.69,1035.68,11.65
2020-03-25T14:00:00.000Z,28.36,8.89,15.6,11.66,1035.06,11.62
2020-03-25T15:00:00.000Z,27.49,10.06,17.8,13.3,1035.34,8.39
2020-03-25T16:00:00.000Z,31.45,12.29,22.67,16.76,1035.57,6.0
2020-03-25T17:00:00.000Z,35.46,17.33,33.01,23.98,1035.53,4.5
2020-03-25T18:00:00.000Z,38.65,28.18,66.17,41.96,1035.6,3.32
2020-03-25T19:00:00.000Z,36.33,30.35,71.68,45.11,1035.75,2.57
2020-03-25T20:00:00.000Z,38.14,27.21,62.03,39.9,1035.73,1.81
2020-03-25T21:00:00.000Z,41.06,28.47,65.92,42.1,1035.86,1.12
2020-03-25T22:00:00.000Z,43.77,34.24,81.24,50.77,1035.94,0.44
2020-03-25T23:00:00.000Z,45.86,33.31,78.59,49.28,1035.67,-0.15
2020-03-26T00:00:00.000Z,48.06,30.6,71.24,45.43,1035.36,-0.49
2020-03-26T01:00:00.000Z,49.27,30.71,70.8,45.28,1034.9,-0.61
2020-03-26T02:00:00.000Z,49.38,27.17,59.89,39.12,1034.58,-0.41
2020-03-26T03:00:00.000Z,49.2,26.25,57.24,37.6,1034.48,-0.08
2020-03-26T04:00:00.000Z,48.62,26.41,57.45,37.99,1034.41,0.01
2020-03-26T05:00:00.000Z,48.42,27.25,59.73,38.97,1034.48,0.35
2020-03-26T06:00:00.000Z,47.27,27.78,61.49,40.02,1034.7,1.42
2020-03-26T07:00:00.000Z,44.13,26.35,58.19,37.94,1034.68,3.19
2020-03-26T08:00:00.000Z,41.03,22.01,45.99,30.96,1034.05,5.98
2020-03-26T17:00:00.000Z,35.62,27.28,61.23,39.22,1030.99,8.55
2020-03-26T18:00:00.000Z,38.01,31.41,71.21,44.96,1030.88,7.63
2020-03-26T19:00:00.000Z,37.9,36.72,80.58,51.35,1030.78,7.02
2020-03-26T20:00:00.000Z,38.03,39.46,85.39,55.88,1030.84,6.39
2020-03-26T21:00:00.000Z,39.47,38.56,84.41,54.08,1030.81,5.77
2020-03-26T22:00:00.000Z,40.73,38.02,84.34,53.59,1030.65,5.17
2020-03-26T23:00:00.000Z,41.65,38.38,86.02,54.36,1030.56,4.64
2020-03-27T00:00:00.000Z,43.55,40.09,88.84,57.07,1030.24,4.17
2020-03-27T01:00:00.000Z,45.79,35.3,81.79,51.46,1029.92,3.45
2020-03-27T02:00:00.000Z,48.02,35.33,81.48,51.55,1029.8,2.68
2020-03-27T03:00:00.000Z,50.79,36.93,85.34,53.55,1029.67,1.97
2020-03-27T04:00:00.000Z,52.46,39.87,89.0,56.05,1029.59,1.7
2020-03-27T05:00:00.000Z,53.01,42.65,91.39,59.59,1029.45,1.93
2020-03-27T06:00:00.000Z,51.13,41.82,87.16,57.87,1029.13,3.42
2020-03-27T07:00:00.000Z,48.21,38.91,78.38,52.78,1028.46,6.22
2020-03-27T08:00:00.000Z,45.09,32.69,67.4,43.92,1027.75,9.49
2020-03-27T09:00:00.000Z,41.19,26.37,56.96,36.92,1027.05,12.21
2020-03-27T10:00:00.000Z,38.42,25.78,54.85,35.85,1026.36,13.74
2020-03-27T11:00:00.000Z,33.74,25.22,53.57,35.17,1025.62,15.89
2020-03-27T12:00:00.000Z,30.74,25.88,55.24,36.12,1025.04,17.43
2020-03-27T13:00:00.000Z,28.88,26.86,58.65,37.9,1024.32,18.35
2020-03-27T14:00:00.000Z,28.16,27.79,61.06,39.26,1023.86,18.19
2020-03-27T15:00:00.000Z,29.0,27.45,60.22,38.78,1023.85,15.28
2020-03-28T13:00:00.000Z,23.86,33.82,68.74,45.87,1014.56,20.5
2020-03-28T14:00:00.000Z,23.65,30.94,66.31,42.57,1013.84,20.17
2020-03-28T15:00:00.000Z,24.61,32.67,68.8,44.59,1013.83,17.47
2020-03-28T16:00:00.000Z,28.19,36.49,72.92,49.63,1013.85,14.94
2020-03-28T17:00:00.000Z,32.85,46.81,87.18,64.04,1014.05,12.79
2020-03-28T18:00:00.000Z,34.39,60.21,116.67,84.83,1014.28,11.11
2020-03-28T19:00:00.000Z,35.78,69.0,140.6,100.51,1014.14,9.78
2020-03-28T20:00:00.000Z,40.03,71.17,146.66,104.12,1014.05,8.45
2020-03-28T21:00:00.000Z,43.11,88.91,185.3,131.0,1013.96,7.36
2020-03-28T22:00:00.000Z,45.85,91.46,194.83,136.71,1013.71,6.49
2020-03-28T23:00:00.000Z,48.05,93.24,200.07,140.18,1013.2,6.04
2020-03-29T00:00:00.000Z,50.92,102.3,224.59,156.56,1012.84,5.4
2020-03-29T01:00:00.000Z,56.32,122.51,279.69,193.11,1012.36,4.73
2020-03-29T02:00:00.000Z,59.54,117.07,268.18,184.41,1012.13,4.32
2020-03-29T03:00:00.000Z,61.73,115.26,264.14,181.82,1011.78,4.2
2020-03-29T04:00:00.000Z,62.0,114.38,262.14,180.72,1011.61,4.5
2020-03-29T05:00:00.000Z,60.11,112.37,258.51,178.24,1011.49,5.4
2020-03-29T06:00:00.000Z,56.57,96.09,217.91,150.57,1011.26,6.51
2020-03-29T07:00:00.000Z,54.9,84.55,185.4,129.57,1011.46,8.08
2020-03-29T08:00:00.000Z,49.06,59.67,123.7,88.54,1011.19,10.82
2020-03-29T09:00:00.000Z,44.96,43.65,85.31,62.21,1010.96,13.43
2020-03-29T10:00:00.000Z,41.61,39.98,78.94,56.18,1011.44,14.19
2020-03-29T11:00:00.000Z,39.52,28.75,63.5,41.07,1012.1,14.2
2020-03-29T12:00:00.000Z,39.57,20.14,42.9,28.92,1012.47,14.09
2020-03-29T08:00:00.000Z,49.06,59.67,123.7,88.54,1011.19,10.82
2020-03-29T09:00:00.000Z,44.96,43.65,85.31,62.21,1010.96,13.43
2020-03-29T10:00:00.000Z,41.61,39.98,78.94,56.18,1011.44,14.19
2020-03-29T11:00:00.000Z,39.52,28.75,63.5,41.07,1012.1,14.2
2020-03-29T12:00:00.000Z,39.57,20.14,42.9,28.92,1012.47,14.09
2020-03-29T13:00:00.000Z,41.85,17.45,33.0,24.07,1012.97,13.33
2020-03-29T14:00:00.000Z,45.52,17.15,31.3,23.3,1013.55,12.04
2020-03-29T15:00:00.000Z,49.83,13.36,23.42,17.48,1015.16,9.25
2020-03-29T16:00:00.000Z,61.25,9.64,16.76,12.36,1016.72,6.71
2020-03-29T17:00:00.000Z,74.56,4.95,9.01,6.61,1018.26,4.18
2020-03-29T18:00:00.000Z,80.64,4.38,8.3,6.08,1019.41,2.55
2020-03-29T19:00:00.000Z,82.73,3.82,7.18,5.22,1020.28,1.61
2020-03-29T20:00:00.000Z,81.42,2.94,5.92,4.23,1020.77,1.22
2020-03-29T21:00:00.000Z,78.55,1.67,4.06,2.85,1021.42,0.94
2020-03-29T22:00:00.000Z,71.92,0.94,2.49,1.65,1021.66,0.58
2020-03-29T23:00:00.000Z,68.32,2.48,5.31,3.83,1021.85,0.39
2020-03-30T00:00:00.000Z,63.81,2.39,5.26,3.73,1021.98,0.02
2020-03-30T01:00:00.000Z,56.05,0.88,2.55,1.59,1022.22,-0.57
2020-03-30T02:00:00.000Z,51.14,0.39,1.33,0.9,1022.72,-1.35
2020-03-30T03:00:00.000Z,49.55,0.38,1.21,0.78,1023.1,-1.83
2020-03-30T04:00:00.000Z,50.7,0.64,2.01,1.23,1023.38,-2.08
2020-03-30T05:00:00.000Z,53.09,0.89,2.47,1.59,1023.55,-1.94
2020-03-30T06:00:00.000Z,51.57,1.07,3.0,2.02,1023.59,-1.14
2020-03-30T07:00:00.000Z,46.71,0.73,1.7,1.2,1023.72,0.39
2020-03-30T12:00:00.000Z,53.22,3.05,5.67,4.17,1022.97,4.33
2020-03-30T13:00:00.000Z,51.92,3.36,6.19,4.6,1022.5,5.5
2020-03-30T14:00:00.000Z,53.28,4.75,8.37,6.27,1021.92,6.28
2020-03-30T15:00:00.000Z,53.77,5.18,9.21,6.75,1022.36,4.79
2020-03-30T16:00:00.000Z,58.52,7.59,13.89,10.23,1022.79,3.38
2020-03-30T17:00:00.000Z,61.04,14.38,25.93,19.23,1023.15,2.54
2020-03-30T18:00:00.000Z,64.22,20.09,36.88,27.25,1023.21,1.97
2020-03-30T19:00:00.000Z,70.04,26.8,57.95,38.62,1023.63,0.99
2020-03-30T20:00:00.000Z,74.17,32.42,74.3,47.56,1023.85,0.24
2020-03-30T21:00:00.000Z,78.12,32.83,75.2,47.97,1023.89,-0.41
2020-03-30T22:00:00.000Z,79.51,31.45,71.97,46.03,1024.01,-0.84
2020-03-30T23:00:00.000Z,79.23,29.18,65.77,42.45,1024.21,-1.08
2020-03-31T00:00:00.000Z,80.45,31.28,72.32,46.24,1024.23,-1.35
2020-03-31T01:00:00.000Z,81.42,30.77,70.36,45.16,1024.5,-1.63
2020-03-31T02:00:00.000Z,82.37,30.64,69.64,44.87,1024.81,-1.89
2020-03-31T03:00:00.000Z,83.38,30.7,69.87,44.86,1025.06,-1.99
2020-03-31T04:00:00.000Z,84.36,31.48,71.63,46.09,1025.74,-2.15
2020-03-31T05:00:00.000Z,87.24,29.25,66.63,42.95,1026.32,-1.91
2020-03-31T06:00:00.000Z,85.36,22.63,47.1,32.64,1026.52,-1.0
2020-03-31T07:00:00.000Z,78.8,15.2,28.55,21.08,1027.04,0.22
2020-03-31T08:00:00.000Z,68.12,7.95,14.26,10.6,1027.18,2.5
2020-03-31T09:00:00.000Z,55.68,1.74,3.48,2.48,1026.5,5.09
2020-03-31T10:00:00.000Z,49.05,2.04,3.83,2.8,1026.07,6.53
2020-03-31T11:00:00.000Z,43.77,2.21,4.11,3.0,1025.63,7.13
2020-03-31T06:00:00.000Z,85.36,22.63,47.1,32.64,1026.52,-1.0
2020-03-31T07:00:00.000Z,78.8,15.2,28.55,21.08,1027.04,0.22
2020-03-31T08:00:00.000Z,68.12,7.95,14.26,10.6,1027.18,2.5
2020-03-31T09:00:00.000Z,55.68,1.74,3.48,2.48,1026.5,5.09
2020-03-31T10:00:00.000Z,49.05,2.04,3.83,2.8,1026.07,6.53
2020-03-31T11:00:00.000Z,43.77,2.21,4.11,3.0,1025.63,7.13
2020-03-31T12:00:00.000Z,40.27,1.54,3.04,2.24,1025.21,7.74
2020-03-31T13:00:00.000Z,37.15,2.16,3.86,2.81,1025.2,6.84
2020-03-31T14:00:00.000Z,37.53,2.58,4.52,3.33,1025.19,6.26
2020-03-31T15:00:00.000Z,39.74,1.86,3.29,2.44,1025.2,5.0
2020-03-31T16:00:00.000Z,44.29,4.3,7.72,5.65,1025.61,3.36
2020-03-31T17:00:00.000Z,51.01,6.75,12.28,9.05,1025.91,2.13
2020-03-31T18:00:00.000Z,58.1,8.44,15.95,11.54,1026.23,1.24
2020-03-31T19:00:00.000Z,69.02,20.82,41.91,29.8,1025.73,0.83
2020-03-31T20:00:00.000Z,74.98,21.82,46.0,31.71,1025.43,0.35
2020-03-31T21:00:00.000Z,79.38,17.8,35.62,25.28,1025.61,-0.38
2020-03-31T22:00:00.000Z,85.98,12.29,23.24,17.1,1025.69,-1.23
2020-03-31T23:00:00.000Z,89.74,18.99,37.63,27.08,1024.99,-1.79
2020-04-01T00:00:00.000Z,89.36,26.47,59.01,39.01,1024.3,-2.26
2020-04-01T01:00:00.000Z,84.31,25.01,53.05,36.69,1023.9,-2.8
2020-04-01T02:00:00.000Z,79.72,25.02,52.42,36.22,1023.64,-3.06
2020-04-01T03:00:00.000Z,75.7,24.84,52.0,36.44,1023.23,-3.36
2020-04-01T04:00:00.000Z,73.01,22.59,45.76,32.76,1022.77,-3.31
2020-04-01T05:00:00.000Z,70.95,18.75,36.5,26.39,1022.64,-2.64
2020-04-01T05:00:00.000Z,70.95,18.75,36.5,26.39,1022.64,-2.64
2020-04-01T06:00:00.000Z,68.19,16.21,31.3,22.63,1022.38,-1.26
2020-04-01T07:00:00.000Z,59.9,11.45,21.86,15.94,1021.75,1.11
2020-04-01T08:00:00.000Z,53.68,8.04,14.51,10.68,1021.0,3.82
2020-04-01T09:00:00.000Z,49.33,8.73,15.21,11.42,1020.01,6.04
2020-04-01T10:00:00.000Z,45.42,8.24,14.28,10.72,1019.22,7.18
2020-04-01T11:00:00.000Z,43.01,7.95,13.78,10.33,1018.37,8.21
2020-04-01T12:00:00.000Z,39.31,7.34,12.75,9.54,1017.84,8.14
2020-04-01T13:00:00.000Z,38.65,7.83,13.27,10.07,1017.13,9.26
2020-04-01T14:00:00.000Z,38.61,9.22,15.8,11.89,1016.44,9.57
2020-04-01T15:00:00.000Z,38.12,8.99,15.54,11.61,1016.31,7.62
2020-04-01T16:00:00.000Z,41.12,10.02,17.74,13.25,1016.31,5.78
2020-04-01T17:00:00.000Z,44.66,10.54,19.25,14.17,1016.13,4.73
2020-04-01T18:00:00.000Z,46.99,16.27,31.0,22.51,1015.76,4.13
2020-04-01T19:00:00.000Z,48.73,22.55,47.13,32.46,1015.28,3.35
2020-04-01T20:00:00.000Z,49.67,21.38,43.23,30.89,1014.97,2.89
2020-04-01T21:00:00.000Z,51.7,24.31,53.94,35.55,1014.71,2.64
2020-04-01T22:00:00.000Z,53.68,24.52,54.8,36.03,1014.26,2.33
2020-04-01T23:00:00.000Z,54.86,24.46,54.12,35.78,1013.76,2.01
2020-04-02T00:00:00.000Z,55.3,23.75,50.45,34.39,1013.24,1.73
2020-04-02T01:00:00.000Z,57.08,23.22,48.73,33.51,1012.89,1.49
2020-04-02T02:00:00.000Z,59.16,23.27,49.35,34.05,1012.65,1.15
2020-04-02T03:00:00.000Z,60.9,22.57,46.21,32.74,1012.52,1.13
2020-04-02T04:00:00.000Z,61.55,23.14,48.62,33.82,1012.32,1.24
2020-04-02T06:00:00.000Z,59.9,22.63,47.77,33.03,1012.59,2.31
2020-04-02T07:00:00.000Z,58.6,22.11,46.76,32.19,1012.46,3.63
2020-04-02T08:00:00.000Z,57.91,20.18,40.97,29.3,1012.22,5.14
2020-04-02T09:00:00.000Z,57.19,17.16,33.49,24.44,1012.06,6.35
2020-04-02T10:00:00.000Z,54.01,10.06,19.09,14.0,1011.84,7.62
2020-04-02T11:00:00.000Z,50.23,6.15,11.25,8.35,1011.4,8.57
2020-04-02T12:00:00.000Z,48.54,8.11,15.32,11.11,1011.43,7.71
2020-04-02T13:00:00.000Z,46.47,7.31,13.56,9.98,1011.12,7.85
2020-04-02T14:00:00.000Z,45.79,8.26,15.77,11.59,1010.69,8.04
2020-04-02T15:00:00.000Z,46.53,9.88,18.53,13.6,1010.09,8.07
2020-04-02T16:00:00.000Z,48.48,12.75,23.68,17.45,1009.65,7.48
2020-04-02T17:00:00.000Z,53.06,14.46,27.29,19.89,1009.32,6.24
2020-04-02T18:00:00.000Z,55.13,19.54,39.5,27.82,1008.84,5.9
2020-04-02T19:00:00.000Z,57.25,23.25,51.03,33.83,1008.27,5.62
2020-04-02T20:00:00.000Z,60.33,24.9,55.79,36.22,1007.56,4.92
2020-04-02T21:00:00.000Z,63.3,27.66,63.08,40.73,1007.01,4.56
2020-04-02T22:00:00.000Z,64.4,29.55,69.08,43.98,1006.4,4.44
2020-04-02T23:00:00.000Z,64.93,29.28,68.44,43.61,1005.87,4.63
2020-04-03T00:00:00.000Z,64.96,29.43,68.58,43.86,1005.16,4.53
2020-04-03T01:00:00.000Z,64.35,30.78,72.52,45.96,1004.83,4.15
2020-04-03T02:00:00.000Z,63.37,30.32,73.29,45.85,1004.85,4.03
2020-04-03T03:00:00.000Z,62.82,29.58,70.85,44.9,1005.16,3.87
2020-04-03T04:00:00.000Z,63.39,28.3,66.49,42.57,1005.28,3.82
2020-04-03T05:00:00.000Z,64.97,26.35,61.29,39.34,1005.91,4.1
2020-04-03T06:00:00.000Z,66.03,26.12,60.74,39.03,1006.39,4.39
2020-04-03T07:00:00.000Z,67.58,23.46,54.02,35.0,1007.03,5.54
2020-04-03T08:00:00.000Z,64.5,20.79,46.85,30.85,1007.45,7.07
2020-04-03T09:00:00.000Z,59.36,17.62,36.98,25.53,1007.65,8.91
2020-04-03T10:00:00.000Z,49.69,8.71,16.41,12.12,1008.5,9.28
2020-04-03T11:00:00.000Z,42.6,2.15,4.48,3.22,1008.72,10.59
2020-04-03T12:00:00.000Z,39.63,2.45,5.27,3.69,1009.33,10.98
2020-04-03T13:00:00.000Z,37.53,2.21,4.75,3.34,1009.57,11.85
2020-04-03T14:00:00.000Z,37.88,1.53,3.66,2.52,1010.26,11.59
2020-04-03T15:00:00.000Z,35.53,2.24,4.93,3.37,1011.41,10.38
2020-04-03T16:00:00.000Z,36.89,2.37,5.09,3.57,1012.68,8.66
2020-04-03T17:00:00.000Z,40.44,3.94,8.48,5.96,1013.81,7.43
2020-04-03T18:00:00.000Z,45.88,9.25,18.08,13.06,1014.92,6.27
2020-04-03T19:00:00.000Z,49.21,5.92,12.28,8.83,1015.92,5.38
2020-04-03T20:00:00.000Z,53.58,5.95,11.9,8.55,1016.43,4.48
2020-04-03T21:00:00.000Z,59.22,11.18,22.32,16.05,1017.13,3.73
2020-04-03T22:00:00.000Z,60.93,13.84,26.82,19.45,1018.06,3.45
2020-04-03T23:00:00.000Z,67.51,19.91,41.23,29.29,1018.48,2.69
2020-04-04T00:00:00.000Z,68.84,20.27,41.67,29.69,1019.24,2.32
2020-04-04T01:00:00.000Z,71.32,22.16,46.72,32.35,1019.79,1.68
2020-04-04T02:00:00.000Z,73.29,21.37,44.16,31.08,1020.72,1.05
2020-04-04T03:00:00.000Z,74.55,19.0,38.25,27.24,1021.64,0.75
2020-04-04T04:00:00.000Z,77.3,17.52,34.96,25.04,1022.52,0.39
2020-04-04T05:00:00.000Z,77.03,18.1,35.81,25.7,1023.35,0.89
2020-04-05T08:00:00.000Z,51.09,19.76,40.54,27.58,1035.5,9.42
2020-04-05T09:00:00.000Z,42.3,10.71,19.1,14.09,1035.2,12.45
2020-04-05T10:00:00.000Z,36.7,11.07,20.24,14.9,1034.9,13.66
2020-04-05T11:00:00.000Z,33.23,8.69,15.68,11.57,1034.27,15.32
2020-04-05T12:00:00.000Z,30.43,4.8,9.13,6.7,1033.59,16.76
2020-04-05T13:00:00.000Z,28.64,3.43,6.64,4.84,1033.14,17.56
2020-04-05T14:00:00.000Z,27.49,3.25,6.16,4.48,1032.96,17.05
2020-04-05T15:00:00.000Z,27.1,3.32,6.25,4.56,1033.1,15.06
2020-04-05T16:00:00.000Z,29.99,4.7,8.75,6.37,1033.68,12.13
2020-04-05T17:00:00.000Z,32.17,10.24,19.09,14.03,1034.08,10.53
2020-04-05T18:00:00.000Z,30.66,23.76,54.22,34.94,1034.16,9.44
2020-04-05T19:00:00.000Z,33.24,28.75,66.35,41.74,1034.19,8.16
2020-04-05T20:00:00.000Z,34.67,31.02,72.69,45.41,1034.08,7.59
2020-04-05T21:00:00.000Z,40.73,38.56,86.18,56.31,1034.18,6.05
2020-04-05T22:00:00.000Z,42.19,38.16,87.1,56.4,1034.36,5.36
2020-04-05T23:00:00.000Z,44.65,36.36,85.36,53.8,1034.41,4.7
2020-04-06T00:00:00.000Z,46.77,33.18,79.6,49.32,1034.35,4.07
2020-04-06T01:00:00.000Z,49.42,27.17,63.26,40.22,1034.29,3.47
2020-04-06T02:00:00.000Z,51.73,23.8,53.75,35.03,1034.38,2.93
2020-04-06T03:00:00.000Z,52.39,22.87,48.67,32.98,1034.44,2.51
2020-04-06T04:00:00.000Z,50.72,24.98,55.86,36.54,1034.57,2.7
2020-04-06T05:00:00.000Z,45.04,22.87,48.39,32.6,1034.5,4.21
2020-04-06T06:00:00.000Z,40.15,17.37,31.87,23.56,1034.12,6.15
2020-04-06T07:00:00.000Z,36.83,17.13,31.04,23.17,1033.54,8.58
2020-04-06T08:00:00.000Z,33.6,16.94,30.89,22.82,1032.79,11.93
2020-04-06T09:00:00.000Z,30.48,16.76,30.55,22.58,1032.16,14.68
2020-04-06T10:00:00.000Z,28.7,17.84,33.41,24.43,1031.9,16.03
2020-04-06T11:00:00.000Z,28.81,17.71,32.7,23.99,1031.05,18.86
2020-04-06T12:00:00.000Z,26.74,18.77,36.53,25.42,1030.65,20.52
2020-04-06T13:00:00.000Z,25.53,18.87,36.93,25.69,1030.23,21.54
2020-04-06T14:00:00.000Z,23.94,19.11,36.29,25.86,1030.05,21.05
2020-04-06T15:00:00.000Z,23.86,18.01,32.98,24.39,1029.93,19.12
2020-04-06T16:00:00.000Z,27.85,17.92,32.73,24.28,1029.94,16.33
2020-04-06T17:00:00.000Z,32.4,18.77,35.54,25.58,1030.01,14.6
2020-04-06T18:00:00.000Z,35.61,19.69,38.83,26.88,1030.36,13.42
2020-04-06T19:00:00.000Z,38.66,23.1,49.39,32.37,1030.66,11.92
2020-04-06T20:00:00.000Z,40.08,25.96,57.34,37.17,1030.85,10.83
2020-04-06T21:00:00.000Z,44.5,27.23,60.69,39.05,1030.95,9.85
2020-04-06T22:00:00.000Z,46.66,27.89,62.2,39.8,1031.11,9.21
2020-04-06T23:00:00.000Z,48.67,28.09,62.84,40.03,1031.34,8.59
2020-04-07T00:00:00.000Z,52.02,28.69,64.24,41.08,1031.48,7.69
2020-04-07T01:00:00.000Z,55.63,28.96,65.12,41.61,1031.7,6.77
2020-04-07T02:00:00.000Z,58.62,29.25,66.15,42.37,1031.78,5.88
2020-04-07T03:00:00.000Z,60.03,31.0,70.15,44.5,1031.79,5.52
2020-04-07T04:00:00.000Z,58.63,32.39,73.78,46.72,1031.8,5.78
2020-04-07T05:00:00.000Z,52.98,31.61,72.46,45.56,1031.92,7.34
2020-04-07T06:00:00.000Z,45.59,23.91,52.29,34.1,1031.75,9.48
2020-04-07T07:00:00.000Z,37.62,18.52,36.51,25.68,1031.49,12.1
2020-04-07T08:00:00.000Z,32.14,17.14,32.15,23.67,1031.09,14.25
2020-04-07T09:00:00.000Z,27.09,17.05,31.66,23.42,1030.4,17.49
2020-04-07T10:00:00.000Z,22.76,15.68,28.13,21.09,1030.35,18.96
2020-04-07T11:00:00.000Z,22.36,15.98,28.62,21.52,1029.76,20.86
2020-04-07T12:00:00.000Z,20.96,15.92,28.25,21.46,1029.38,21.77
2020-04-07T13:00:00.000Z,20.65,15.86,28.24,21.31,1028.92,23.0
2020-04-07T14:00:00.000Z,20.58,16.05,28.09,21.37,1028.77,22.67
2020-04-07T15:00:00.000Z,21.94,16.07,27.99,21.23,1028.73,21.57
2020-04-07T16:00:00.000Z,25.75,16.03,28.03,21.23,1029.09,19.15
2020-04-07T17:00:00.000Z,32.23,17.71,33.1,24.08,1029.17,16.99
2020-04-07T18:00:00.000Z,39.71,19.92,39.57,27.37,1029.43,14.92
2020-04-07T19:00:00.000Z,44.03,25.2,54.85,35.68,1029.69,13.89
2020-04-07T20:00:00.000Z,48.66,22.58,49.75,32.66,1030.68,11.96
2020-04-07T21:00:00.000Z,57.81,9.11,17.24,12.54,1032.11,10.59
2020-04-07T22:00:00.000Z,59.19,5.7,10.48,7.69,1032.61,9.76
2020-04-07T23:00:00.000Z,59.99,5.21,10.3,7.29,1032.81,9.02
2020-04-08T00:00:00.000Z,60.82,5.75,11.42,8.38,1032.79,8.19
2020-04-08T01:00:00.000Z,66.07,10.47,20.16,14.67,1032.88,7.05
2020-04-08T02:00:00.000Z,72.17,10.4,19.47,14.28,1032.95,5.85
2020-04-08T03:00:00.000Z,76.29,10.36,19.33,14.08,1033.02,5.1
2020-04-08T04:00:00.000Z,77.1,11.76,21.31,15.72,1033.3,4.97
2020-04-08T05:00:00.000Z,78.04,12.89,24.01,17.58,1033.48,5.76
2020-04-08T06:00:00.000Z,74.51,8.2,15.82,11.52,1033.31,7.3
2020-04-08T07:00:00.000Z,65.68,5.76,10.99,8.08,1032.96,9.9
2020-04-08T08:00:00.000Z,52.52,3.4,6.84,4.89,1032.17,13.64
2020-04-08T09:00:00.000Z,42.75,2.32,4.63,3.27,1031.17,16.8
2020-04-08T10:00:00.000Z,35.32,2.48,4.9,3.58,1030.38,18.22
2020-04-08T11:00:00.000Z,28.96,2.44,5.04,3.56,1029.12,20.76
2020-04-08T12:00:00.000Z,23.86,2.61,5.33,3.83,1028.24,22.23
2020-04-08T13:00:00.000Z,21.02,2.75,5.76,4.08,1027.34,23.33
2020-04-08T14:00:00.000Z,19.15,2.93,5.93,4.25,1026.53,22.81
2020-04-08T15:00:00.000Z,19.36,2.81,5.36,3.88,1026.05,20.88
2020-04-08T16:00:00.000Z,23.08,4.17,7.67,5.68,1025.72,17.82
2020-04-08T17:00:00.000Z,28.68,6.14,10.95,8.02,1025.49,15.82
2020-04-08T18:00:00.000Z,34.73,9.88,17.13,12.7,1025.44,13.77
2020-04-08T19:00:00.000Z,40.05,10.85,19.3,14.38,1025.35,12.34
2020-04-08T20:00:00.000Z,46.3,12.5,21.84,16.17,1024.99,11.01
2020-04-08T21:00:00.000Z,51.54,17.26,33.31,24.03,1024.42,10.11
2020-04-08T22:00:00.000Z,56.0,26.82,62.96,39.5,1023.82,9.55
2020-04-08T23:00:00.000Z,60.08,26.84,62.92,39.67,1023.28,8.97
2020-04-09T00:00:00.000Z,64.16,19.8,41.56,28.54,1022.34,9.15
2020-04-09T01:00:00.000Z,66.11,20.05,43.52,29.11,1021.58,8.82
2020-04-09T02:00:00.000Z,68.19,23.46,52.87,34.29,1020.96,8.13
2020-04-09T03:00:00.000Z,68.98,26.66,61.25,39.13,1020.55,7.53
2020-04-09T04:00:00.000Z,67.51,27.12,61.83,39.56,1020.42,7.87
2020-04-09T05:00:00.000Z,60.58,26.08,59.28,38.04,1020.25,9.17
2020-04-09T06:00:00.000Z,54.82,23.82,53.44,34.73,1019.73,10.77
2020-04-09T07:00:00.000Z,50.07,21.63,46.79,30.8,1019.22,13.09
2020-04-09T08:00:00.000Z,42.31,19.01,39.13,26.87,1018.66,16.06
2020-04-09T09:00:00.000Z,37.0,16.75,32.02,23.5,1017.78,19.31
2020-04-09T10:00:00.000Z,32.89,14.6,25.81,19.3,1017.48,20.47
2020-04-09T11:00:00.000Z,31.05,14.06,24.8,18.68,1016.67,23.21
2020-04-09T12:00:00.000Z,31.5,15.25,27.57,20.86,1016.3,23.82
2020-04-09T13:00:00.000Z,32.5,16.44,31.37,23.03,1016.02,22.82
2020-04-09T14:00:00.000Z,34.99,12.11,22.4,16.52,1016.05,21.56
2020-04-09T15:00:00.000Z,36.21,8.99,15.8,11.87,1016.44,20.52
2020-04-09T16:00:00.000Z,40.54,8.12,14.66,10.85,1017.26,18.01
2020-04-09T17:00:00.000Z,45.51,7.53,13.63,10.1,1017.97,16.35
2020-04-09T18:00:00.000Z,51.99,8.02,14.9,11.01,1019.41,14.08
2020-04-09T19:00:00.000Z,57.75,7.8,14.85,10.76,1020.45,12.75
2020-04-09T20:00:00.000Z,64.52,8.0,14.84,10.88,1021.89,11.14
2020-04-09T21:00:00.000Z,66.58,6.07,11.77,8.63,1022.69,10.21
2020-04-09T22:00:00.000Z,72.63,5.43,10.57,7.74,1023.22,8.53
2020-04-09T23:00:00.000Z,74.66,7.71,14.71,10.68,1023.64,7.47
2020-04-10T00:00:00.000Z,76.87,7.53,14.6,10.66,1024.05,6.44
2020-04-10T01:00:00.000Z,80.17,10.28,19.18,14.13,1024.43,5.37
2020-04-10T02:00:00.000Z,84.53,11.62,21.86,15.96,1024.75,4.27
2020-04-10T03:00:00.000Z,87.44,14.94,27.61,20.31,1025.08,3.69
